,ID,Usuario,Fecha_tweet,Texto,Latitud,Longitud,Sentimiento,Idioma
120466,9.9874e+17,otravezmartin,2018-05-22T01:40:01.000Z,Una vida por ti me jugaré.,20.941035,-89.623611,positivo,Croata
121959,9.98407e+17,CinPalavicini,2018-05-21T03:36:21.000Z,Luka no me deja ver el debate... él quiere jugar,20.941035,-89.623611,positivo,Catalán
122372,9.98387e+17,savo7101,2018-05-21T02:15:07.000Z,"@TolucaFC @hcristante  oootro fracaso. Jugaron bien, pero bien no alcanza. Para ser campeones hay que ser extraordinarios. Éxito para la proxima.",21.073485,-89.501908,positivo,Español
122426,9.98381e+17,marinroots_,2018-05-21T01:51:38.000Z,"Así tenían que jugar de culero en el 99 @TolucaFC no hoy era en el 99, pedazo de pelmazos",20.941035,-89.623611,negativo,Español
124600,9.97892e+17,RichipichichiMX,2018-05-19T17:29:04.000Z,Por jugarle al verga me quede sin tickets. 😭,20.941035,-89.623611,negativo,Sueco
124975,9.97749e+17,HurBautista,2018-05-19T07:59:29.000Z,"Yo se que hubieses dado la vida por jugar, te amo capitán https://t.co/LAqdWhGPSA",20.941035,-89.623611,positivo,Español
125244,9.97681e+17,Marijayrocker,2018-05-19T03:30:24.000Z,"Hoy sólo estornudé y tuve un leve dolor de cabeza por la lluvia y por dormir poco.
Tuve un turno tranquilo donde los niños jugaron bien. En definición para diversión de manera pacífica.",20.941035,-89.623611,positivo,Español
125952,9.97534e+17,IamIsrael27,2018-05-18T17:47:44.000Z,Por jugarle https://t.co/RM0oHArJiN,20.941035,-89.623611,neutro,Indonesio
128816,9.96746e+17,barsanchezg,2018-05-16T13:35:42.000Z,"No se como hay jugadoras que se van a jugar a otros equipos por una cenita o tres pesos.. hay que jugar donde te apasiona, donde sin dudarlo dejas todo en el campo, te juegas el físico sin pensarlo 👊🏻",20.941035,-89.623611,positivo,Español
129001,9.96648e+17,rodrigotorrecam,2018-05-16T07:04:45.000Z,Con la mente de la gente me gusta jugar.,20.941035,-89.623611,positivo,Español
129703,9.96528e+17,ESPOKETY,2018-05-15T23:09:51.000Z,Me puse a jugar un rato stw y ah caom https://t.co/dGpbRC1Pm0,20.941035,-89.623611,positivo,Indonesio
129940,9.96485e+17,Mart_Style,2018-05-15T20:16:35.000Z,@auronplay Y seguro lo has cambiado para jugar Fortnite en Ultra HD ... Que no? #ForniteYZumitosParaTodos 🎵,20.941035,-89.623611,positivo,Portugués
130035,9.96468e+17,jomar_helguera,2018-05-15T19:11:34.000Z,Llevo un mes lesionado y sin poder jugar fútbol y lo que falta :((,20.941035,-89.623611,negativo,Español
130896,9.96238e+17,Emmanuel_kb,2018-05-15T03:57:41.000Z,Ok no puedo dejar de jugar Divil may cry  4,20.941035,-89.623611,positivo,Español
132822,9.95871e+17,crisvazquez06,2018-05-14T03:40:08.000Z,"- es un mounstro ese hombre
- pues está sexy ese mounstro
- la rompe o no la rompe?
- si sabe jugar la mana 
@glennyvaz de nada por mostrarte otra buena película #KissingBooth",20.941035,-89.623611,positivo,Español
133288,9.9582e+17,gmlestat02,2018-05-14T00:16:38.000Z,"#VamosConTodo una burla, hay que saber perder con dignidad, va empezando el partido y a regalar penaltis? Por favor cierrenle la boca al mentado pollo que sea objetivo. Si le regalan otro gol lo mejor para todos es que Santos no salga a jugar el segundo tiempo",20.941035,-89.623611,positivo,Español
133535,9.95782e+17,chepestiano,2018-05-13T21:44:07.000Z,Así de triste se ve mi marcador de investigaciones diarias: debería estar en el día 3. Por culpa de un error en @MiMovistarMX en la asignación de mis 1.5 Gb adicionales no puedo salir a jugar @PokemonGoApp #prayforchepes #nimonedas #nicaramelosraros #nada! :( https://t.co/QYj64LW1Iy,20.941035,-89.623611,negativo,Español
134460,9.95531e+17,Yair_Coronel,2018-05-13T05:06:01.000Z,"@RobertoChuc_ Quieres jugar jungla y te toca peso muerto en los carriles, quieres jugar top y llega tu jg a fedear tres veces jajaja. Y si juegas jungla obviamente todo es tu culpa.",20.941035,-89.623611,positivo,Español
134551,9.95519e+17,Yair_Coronel,2018-05-13T04:19:37.000Z,Jugar league of legends como forma de castigo.,20.941035,-89.623611,positivo,Español
134874,9.95469e+17,JosePiorodrigu3,2018-05-13T01:01:52.000Z,@Rojiblancos_los Xq asta entre Chivas estamos mal y El tortas qué onda no sabe jugar o qué onda cada que juega da más del 💯 y contra Toronto marcando a un tal jovinco se vio su calidad pero ahora ponen al gallo 🐔 no mamen,20.9232375,-90.276356,neutro,Español
134913,9.95462e+17,Jona_sag,2018-05-13T00:31:37.000Z,"@Gianlok @NacimosBravos Ando en Mérida gordito, jugaron acá, pero ya vuelvo para finales de Mayo va a ser lo primero que voy a hacer, hay muy buenos rumores de Panic seguro la estás rompiendo 👏🏻🙌🏻 abrazo hermanito",20.941035,-89.623611,positivo,Español
136344,9.95138e+17,HurBautista,2018-05-12T03:06:42.000Z,Salir o jugar Xbox 🤔🤔🤔,20.941035,-89.623611,positivo,Somalí
136525,9.95095e+17,UlisesAlc,2018-05-12T00:13:44.000Z,Quiero jugar fútbol todos los días que me restan de vida.,20.941035,-89.623611,positivo,Español
137275,9.94827e+17,JoelSanchez3020,2018-05-11T06:30:36.000Z,"@EdYagami95 @atomix Libros, películas, música etc. Y ciertamente los que tienen límite son las películas con una vigencia apriximada de 10 años. Pero en videojuegos jamás me ha pasado que no pueda jugarlo porque ""La plataforma a revocado la licencia",20.941035,-89.623611,positivo,Español
137599,9.94773e+17,iPerryAguayo,2018-05-11T02:56:26.000Z,"Y si al principio hubieras dicho la verdad,yo no me hubiera enamorado,yo también se jugar. Suerte en todo...",20.941035,-89.623611,positivo,Español
138038,9.94706e+17,fredo_cd,2018-05-10T22:28:23.000Z,"Ni más ni menos, las estadísticas te ayudan a comparar equipos no jugadores... cuando se retire LeBron quedará claro que no le llegó ni a Kobe (mucho menos a su majestad) basta haberlos visto jugar... https://t.co/BKfbEar5uO",20.941035,-89.623611,negativo,Español
138578,9.94605e+17,urisalaz,2018-05-10T15:46:18.000Z,#DeMamáAprendí debo terminar mi comida si quiero salir a jugar porque en la casa no ay perros que se coman lo restante de comida!!,20.941035,-89.623611,positivo,Español
138716,9.94585e+17,samypereiraa,2018-05-10T14:28:09.000Z,Me acaba de tocar el recordar que este año no podré jugar americano.. mierdaaaaa,20.941035,-89.623611,positivo,Español
138805,9.94571e+17,DiegoRubig,2018-05-10T13:34:27.000Z,Hasta la v de la escuela nivel traigo mi guitarra de guitar hero para jugar,20.941035,-89.623611,positivo,Español
138991,9.94465e+17,Aditss19,2018-05-10T06:33:34.000Z,Quien quiere dormir cuando puede jugar tetris? 😎 https://t.co/S76g5WLQg6,20.941035,-89.623611,neutro,Español
139650,9.94358e+17,octavio_ravell,2018-05-09T23:26:57.000Z,"Y lo repito : Regresan a jugar al Azteca, se llevan a Pelaez de Director Deportivo....solo falta esto..... https://t.co/jJCxlYKpc2",20.941035,-89.623611,positivo,Español
141616,9.93975e+17,DulcarrilloK,2018-05-08T22:04:33.000Z,Creo que quiere ir a jugar 21 con sus amigos por que esta comprándome todooo 😍😍😍,21.22812,-89.6748995,positivo,Español
142918,9.93683e+17,JosePiorodrigu3,2018-05-08T02:44:49.000Z,@choclito2000 @AlexLemsev De que madre sirve si estaba Pizarro para jugar juntos y hacer historia ahora van a poner a un chavito para que no haga goles el chicharo y en lugar de rendir va air ala baja,20.9232375,-90.276356,negativo,Español
143187,9.93649e+17,centynela2010,2018-05-08T00:28:27.000Z,Yo no sé por qué le gusta jugar tanto con las bolsas😐,20.941035,-89.623611,negativo,Español
143445,9.93602e+17,JosePiorodrigu3,2018-05-07T21:20:55.000Z,@ChivasPasioncom Sin Pizarro cota Alanís y no sé quién más vayan a vender siento que ya nos llevo la verga otra vez eso del no descenso creo que jugaron a favor de chivas dos años para ver si Vergara logra sanear sus deudas antes que quede en banca r,20.9232375,-90.276356,negativo,Español
143852,9.9353e+17,andreabtello,2018-05-07T16:37:21.000Z,Una parte de mí quiere ver al hermoso Adam Levine y la otra quiere jugar ese partido 😩,20.941035,-89.623611,positivo,Español
144096,9.93483e+17,raual_r94,2018-05-07T13:28:40.000Z,"Recuerdo cuando mi vida era jugar fut en el recreo con mis amigos,  luego que todos fueran a mi casa a jugar fifa y de último la reta en el parque... #LaMejorEpocaDeMiVida",20.941035,-89.623611,positivo,Español
144097,9.93483e+17,raual_r94,2018-05-07T13:28:01.000Z,"Recuerdo cuando mi vida era jugar fut en el recreo con mis amigos,  luego que todos fueran a mi casa a jugar fifa y de último la reta en el parque... #LaMejorEpocaDeamiVida",20.941035,-89.623611,positivo,Español
144769,9.93302e+17,Sam_Parga,2018-05-07T01:28:58.000Z,¿La piñata de mi hermanita podría jugar con los Seahawks? Es pregunta. https://t.co/7Q0h18AOVf,20.941035,-89.623611,positivo,Español
144856,9.93296e+17,agro_merida,2018-05-07T01:06:24.000Z,"@andremarinpuig No me sorprendería una final #Xolos vs #Santos ya que ellos no son los obligados a ganar. Aún así, confio en que mi @ClubAmerica no se confíe y salga a jugar como lo hizo el miércoles pasado en C.U.",20.941035,-89.623611,positivo,Español
145502,9.93231e+17,_taniaarjona,2018-05-06T20:46:54.000Z,"No voy a superar a las niñitas que me robaron mis $5, y cuando les pregunté sólo se fueron corriendo. Ojalá se les caiga su paleta en la escuela, que sus amiguitos no quieran jugar con ellas o que les cague un perro",21.2583735,-87.8252875,negativo,Español
145700,9.93208e+17,_AndreaPalmaa,2018-05-06T19:15:36.000Z,"Me fascinan las personas a las que les gusta jugar juegos de mesa, caras y gestos, basta etc.",20.941035,-89.623611,positivo,Español
145924,9.9317e+17,HurBautista,2018-05-06T16:44:14.000Z,Si Hazard jugara así todo el año 😔,20.941035,-89.623611,positivo,Español
145927,9.93169e+17,izakjg,2018-05-06T16:42:44.000Z,@mndpnk ✔️ Jugar #FIFA18 😃... #OkNo.,20.941035,-89.623611,positivo,Indonesio
146022,9.93152e+17,Sam_Lr7,2018-05-06T15:36:07.000Z,Real exhibición de Messi de cómo jugar al fútbol y en semifinales de Champions League. Joya de partido. https://t.co/eTq1oeBdz3,20.941035,-89.623611,positivo,Español
146040,9.93147e+17,meelpalma,2018-05-06T15:14:12.000Z,Domingos en los sólo me vienes a despiertar para un beso e irte a jugar fútbol me ponen muy aiñs🤗💕✨,20.941035,-89.623611,positivo,Español
146687,9.92958e+17,lespaul_omar,2018-05-06T02:44:47.000Z,"@yereni_v No lo veo así, pero Avilés sin Funes no es el mismo de la temporada pasada, y en si Monterrey aún no encuentra el método para jugar sin Funes, pero si Avilés pierde mucha bola pero si aporta",20.941035,-89.623611,negativo,Español
146810,9.92942e+17,freshuguitoo,2018-05-06T01:39:50.000Z,Ya viví la experiencia de jugar un poco de #GearsofWar4 waaaaa #notodossomosricos,20.941035,-89.623611,positivo,Español
147264,9.92858e+17,kshmkzk,2018-05-05T20:05:41.000Z,"Mi mayor sueño era jugar Monster Hunter con él. Que sea «nuestro juego»
Salir a cazar juntos como si fuera una cita.",20.941035,-89.623611,positivo,Español
149190,9.92528e+17,iPerryAguayo,2018-05-04T22:13:17.000Z,"Antes mi morrito era tipo ""mi amor,tienes que ir a mi partido"" y se enojaba sino iba"",ahorita solo me dice ""al rato hablamos,voy a jugar"" creo que ya le valgo madres completamente.",20.941035,-89.623611,negativo,Español
149265,9.92514e+17,RafaToHa,2018-05-04T21:18:20.000Z,Me da una hueva ir a jugar hoy hasta progreso! 😩,20.941035,-89.623611,negativo,Español
150606,9.92227e+17,salma_aguero,2018-05-04T02:18:36.000Z,Con razón dicen que es “el equipo a vencer” debe estar chido jugar con 12.,20.941035,-89.623611,positivo,Español
151593,9.92057e+17,kshmkzk,2018-05-03T15:02:38.000Z,Compraré una PS4 con Monster Hunter World para jugar con él,20.941035,-89.623611,positivo,Español
152257,9.91884e+17,valenpatron,2018-05-03T03:35:06.000Z,@scarlett_apo JAJAJAJAJAJJAAJJAAJJAAJJAJAJAJA OYE JOSÉ VAMOS A JUGAR UN JUEGO QUE SOLO YO PUEDO GANAR https://t.co/7JC7sgaTuv,20.941035,-89.623611,positivo,Portugués
152823,9.91846e+17,geminisss,2018-05-03T01:05:06.000Z,"@PumasMX  tienen que concentrarse y jugar contra 12, garra,huevos y mucha concentración  requiere el equipodel pedregal",20.941035,-89.623611,positivo,Español
154232,9.9153e+17,CesarSulubZ,2018-05-02T04:09:49.000Z,Pésima mi idea de ir a jugar a las 3 de la tarde,20.941035,-89.623611,negativo,Español
154760,9.91451e+17,Pati_Bv,2018-05-01T22:54:18.000Z,No quiero jugar mi suerte por tipo,20.941035,-89.623611,positivo,Español
154966,9.91426e+17,JoseOliverUribe,2018-05-01T21:15:47.000Z,Ahora a esperar que mi @LFC @LFCEspanol elimine a la Roma. Para ver a mis 2 quipos jugar una excelente final.,21.22812,-89.6748995,positivo,Español
156801,9.91042e+17,encado_16,2018-04-30T19:50:00.000Z,"Que se pongan a rezar @Castillo_50846  @ElCaballoPerez juegan contra su padre , ahora van a jugar como nunca en su vida , su mundial culeros jajajaja",21.22812,-89.6748995,positivo,Español
156908,9.91026e+17,Elper_Romero,2018-04-30T18:46:06.000Z,Les había contado que Pumas va a jugar de local dos veces contra los poyos del Ame?. Va a apostar @donvix?,20.941035,-89.623611,positivo,Español
157242,9.90966e+17,alinanh,2018-04-30T14:49:59.000Z,"Cosas de niños que disfruto hacer en mi vida adulta: colorear, jugar con play doh y comer algodones de dulce. 💕💜 #FelizDiaDelNiño 😁",20.941035,-89.623611,positivo,Español
157545,9.90852e+17,MarrufoRoca,2018-04-30T07:14:08.000Z,Me gusta jugar a dos,20.941035,-89.623611,positivo,Portugués
158496,9.90686e+17,aljozaso,2018-04-29T20:14:19.000Z,Las palabras de Enrique Bonilla tras la victoria de @Tapachula_FC Si @LobosBuapMX no paga los 120 MDP para mantenerse en la #LigaMx el próximo torneo se jugaría con 17 equipos. ¿No que querían incrementar la cantidad de clubes? #QuePasóAmiguitos https://t.co/44j48JZiNj,20.941035,-89.623611,positivo,Español
158629,9.90665e+17,Fercho_Gil,2018-04-29T18:53:20.000Z,"Así sque jugará la liguilla por el título de la #LIGABancomerMX 🇲🇽

Toluca vs Morelia
América vs Pumas
Rayados vs Xolos
Santos vs Tigres",20.941035,-89.623611,positivo,Español
158892,9.90626e+17,JosePiorodrigu3,2018-04-29T16:16:10.000Z,@plebello99 @ElChavaJrToluco @RusoBrailovsky @ClubAmerica @Chivas En su centenario jugaron a ganar todo y ganaron pura verguitas,20.9232375,-90.276356,positivo,Español
159107,9.90579e+17,DroneDealer,2018-04-29T13:10:16.000Z,#VolveríaASerNiñoPara jugar a volar. #FelizDomingo https://t.co/HSNa3naNyK,20.941035,-89.623611,positivo,Portugués
159424,9.90448e+17,encado_16,2018-04-29T04:28:29.000Z,"#VolveríaASerNiñoPara para volver a jugar en las calle, en la playa, en el parque, en la esquina de mi casa sin preocupaciones carajo , que feliz era pateando la de gajos",21.22812,-89.6748995,positivo,Español
159531,9.90436e+17,Noti_Fut_MX,2018-04-29T03:39:59.000Z,"Perdona mi ignorancia y visión pero, ¿qué intensidad?🤔 Chivas tiene la pelota, las llegadas y el dominio. Los goles han caído porque los 4 defensas son suplentes, malísimos por cierto. León tiene buen equipo pero pudiera jugar mejor. https://t.co/f2rB3qPvM7",20.941035,-89.623611,positivo,Español
159973,9.90363e+17,PintoReynaldo,2018-04-28T22:51:18.000Z,"Como hay gente que quiera ganar un partido de fútbol a golpes , si de niños no aprendieron a jugar ya de viejos menos , y los que más hablan son los más fregados futbolistas frustrados #40añosconorgullo #tecles1🙌🏻⚽️BORUSSIA",20.915111,-89.531494,positivo,Español
161082,9.90078e+17,kshmkzk,2018-04-28T04:00:13.000Z,"No hice nada hoy más que hablar con Luno y jugar Sdorica/Pokémon. 

Me siento inútil, necesito un trabajo ya.",20.941035,-89.623611,negativo,Español
163265,9.89696e+17,Lydiancona1,2018-04-27T02:42:45.000Z,"Por jugarle al vergas, te quedas con la basura 🖕🏼",20.941035,-89.623611,negativo,Español
163502,9.89665e+17,UlisesAlc,2018-04-27T00:38:32.000Z,Quiero jugar fútbol:(,20.941035,-89.623611,positivo,Español
164253,9.89539e+17,AlexisOrtizz13,2018-04-26T16:16:18.000Z,"Ya estoy, hasta el nabo de las músicas de preescolar!!! Y sus gritas de las maestras!! Flojera ni Mi Xbox me dejan jugar bien. Fuckkk!!",20.941035,-89.623611,positivo,Español
165157,9.89349e+17,JA_MOLINA,2018-04-26T03:42:36.000Z,"@puig_ricardo @Chivas @TheChampions Ah pero no debían jugar según tu @puig_ricardo ,,,",20.941035,-89.623611,neutro,Indonesio
165995,9.89237e+17,villa_maldonado,2018-04-25T20:17:33.000Z,"Veo al bayer jugar, y solo pienso: Nos va a meter la verga Alemania...",20.941035,-89.623611,negativo,Español
167139,9.88982e+17,MAVERyPIPA,2018-04-25T03:24:47.000Z,"Jugando a el escondite caímos muy hondo #MicroHorror los duendes nos encontraron , solo yo volví , ellos jugaron con mis amigos",20.941035,-89.623611,negativo,Español
167580,9.88933e+17,Mamuelox,2018-04-25T00:10:03.000Z,Mohamed Salah haciendo todo lo posible para llamar la atención de @ClubAmerica y por fin jugar en #elmasgrande,20.941035,-89.623611,positivo,Español
167662,9.88911e+17,SalazarFranco,2018-04-24T22:41:10.000Z,Casi imposible que se pueda jugar hoy en #Mérida https://t.co/9AIVt31SiB,20.941035,-89.623611,positivo,Español
167929,9.88873e+17,AlfredoJS94,2018-04-24T20:12:52.000Z,"Yo, viendo jugar al Liverpool. https://t.co/4Xvjav2Chr",20.941035,-89.623611,positivo,Español
170268,9.88458e+17,Aditss19,2018-04-23T16:41:03.000Z,"Si te quieres ir de aquí conmigo, jugar a vivir a un lado mio, yo prometo tomar lo que venga y convertirlo en brillo y siempre cuidar a tu corazón, antes que al mio.",20.941035,-89.623611,positivo,Español
170393,9.88439e+17,fredo_cd,2018-04-23T15:26:01.000Z,Es un privilegio decir que yo vi jugar a Emanuel Ginóbili 🏀,20.941035,-89.623611,positivo,Español
170916,9.88112e+17,HurBautista,2018-04-22T17:48:53.000Z,"A todo esto, Pellegrini es una alternativa para ser DT? Ese señor agarra 11 troncos y los hace jugar",20.941035,-89.623611,positivo,Español
171683,9.87902e+17,SoloRayos,2018-04-22T03:52:53.000Z,"Buen segundo tiempo. Nos salvamos en el primero, dominamos el segundo. Regalamos 45’. Ahora a jugarnos todo vs Morelia. Aún se puede.",20.941035,-89.623611,positivo,Español
172299,9.87854e+17,fatimavc_,2018-04-22T00:40:06.000Z,Se me fue el pedo y me puse a correr y a jugar con mi perrita cuando terminó de comer😭😢😪,20.941035,-89.623611,positivo,Español
173241,9.87686e+17,BrandonCz,2018-04-21T13:34:59.000Z,"@Jairtuit Está bien que lo lleven como auxiliar de Osorio, pero ponerlo a jugar sería un riesgo.",20.941035,-89.623611,neutro,Español
173540,9.87552e+17,ClauL16,2018-04-21T04:40:43.000Z,#SUPERSTAR_BTS Esta de la chingada jugar Daydream Full estaba a 20 service de terminar y pierdo TT lloro @BTS_twt,20.941035,-89.623611,negativo,Español
173840,9.8751e+17,MariaFlrs1,2018-04-21T01:53:15.000Z,"Jugar limpio, jugar bonito y ganar",20.941035,-89.623611,positivo,Lituano
173873,9.87504e+17,roytrejo8,2018-04-21T01:33:08.000Z,Hace mucho que no veía un @ClubAmerica jugar tan feo,20.941035,-89.623611,negativo,Español
174017,9.87486e+17,VICTRUPE13,2018-04-21T00:19:45.000Z,"Valiendo madre , todos nos faltan al respeto y saben jugarnos no traemos nada de fútbol todas nos la ganan !!!!",20.941035,-89.623611,positivo,Español
175460,9.87163e+17,mrgeovas,2018-04-20T02:56:13.000Z,"@luisfreak15 @LaInventadaMX @wapayasosmx No es, solo jugaron con mis sentimientos. 😔😔😔",20.941035,-89.623611,negativo,Español
175981,9.87098e+17,Lateacherfebles,2018-04-19T22:36:03.000Z,@Reforma Sancionaron a Emilio Gamboa Patrón por bajar el helicóptero en Alacranes?  Lo sancionaron por usar unvhelicoptero por bajar en un campo para recoger a sus amigos para ir a jugar golf?  Que la cosa sea pareja,20.941035,-89.623611,neutro,Español
176139,9.87078e+17,AddaLara_,2018-04-19T21:17:12.000Z,"Hay un chico en mi clase que siempre que se sienta alado mío empieza a jugar con mi celular, hoy desbloqueo mi celular y se quedó callado unos segundos viendo mi fondo de pantalla, y me dijo ""quien es ese chinito, está muy guapo"" ☺
#PremiosMTVMiaw #MTVLAKPOPBTS @BTS_twt https://t.co/NLpdIYdd4w",20.941035,-89.623611,positivo,Español
176363,9.8704e+17,Lateacherfebles,2018-04-19T18:46:39.000Z,@rafalitosarmi @maja820714 @Fiorellabronca @lopezobrador_ Y lo del helicóptero que usa Emilio Gamboa el que bajo en Alacranes y del helicóptero que bajaron en un campo para ir a jugar golf tu muy bien les quiero a ustedes a ti y a @AtaSarmi,20.941035,-89.623611,neutro,Español
176477,9.87016e+17,GibrandChave,2018-04-19T17:10:53.000Z,"#FCABorges2018 Un pase en el tiempo, una aparición de como nos gustaría haver vivido hacer cosas diferentes jugar con pasado y futuro, pensar que pudo haver echo y poder vivir eso de nuevo con solo encontrarse con el en un tipo de sueño, él en pasado, como si no existiera futuro",20.941035,-89.623611,positivo,Español
177048,9.86834e+17,Peniche8909,2018-04-19T05:07:28.000Z,A veces si se me da jugar futbol. Gracias alberto_gongora por la foto en Deportivo Salvador… https://t.co/GCSh3qLE2s,20.99395267,-89.62198596,positivo,Español
177245,9.86806e+17,AbdoJez,2018-04-19T03:15:42.000Z,"Quería jugar con los ositos perrones (Ewoks jaja) en Battlefront 2, pero el Xbox no descargó automáticamente la actualización 😢. Son 5GB... así que falta esperar.",20.941035,-89.623611,positivo,Español
177503,9.8677e+17,RICKYARJONA,2018-04-19T00:53:31.000Z,Quien me invita a jugar cachivol,20.941035,-89.623611,positivo,Español
178764,9.86507e+17,GloMRom,2018-04-18T07:29:18.000Z,"...Saca tus tetas al sol, sales a jugar por la calles con las tetas al aire... #TusTetas #Liquits",20.941035,-89.623611,positivo,Catalán
178959,9.86465e+17,nicoleelv,2018-04-18T04:41:20.000Z,"Odio con todo mi ser que no respeten la comida que dejo en el refri para cuando llego hambrienta después de jugar😖 Dios da, Dios quita",20.941035,-89.623611,negativo,Español
179384,9.86415e+17,CharlyArceo,2018-04-18T01:24:12.000Z,"Mejor Toronto. Chivas tiene que jugar como jugo los primeros 15-20 min si quiere ganar. Vamos Chivas, si se puede 😎",20.941035,-89.623611,positivo,Español
179619,9.86378e+17,JBalamJaguar,2018-04-17T22:58:15.000Z,El yucateco jugará ahora con los del acero. https://t.co/iEZhGqArUg,20.941035,-89.623611,positivo,Español
179784,9.86348e+17,Fiuly11,2018-04-17T20:56:13.000Z,"@Marloongo Bro que gane Chivas, la hegemonía Mexicana no se debe perder, y esa esencia de jugar con puro mexicano es buena. Por mi sea como sea que gane #Chivas",20.941035,-89.623611,positivo,Español
179898,9.86325e+17,rousjuice,2018-04-17T19:27:53.000Z,"Si vamos a jugar, que sea con fuego 🔥 o cómo ves?",20.941035,-89.623611,positivo,Español
183669,9.85548e+17,ax_giovannetti,2018-04-15T15:59:54.000Z,"@AyusoIrving Si salgo, solo que el jugar con bolos, no es lo mío jee",20.941035,-89.623611,positivo,Español
184322,9.8536e+17,OswGemSports,2018-04-15T03:32:14.000Z,"@Patottas Nuestro Amigo Lainez por su bien debería ya buscar acomodo en otro equipo sin importar que sea de #ASCENSOMX 
Es una joven promesa que poco a o poco Herrera lo está echando a perder haciéndolo jugar en posiciones que no son la suya.",20.941035,-89.623611,positivo,Español
184337,9.85358e+17,luisgermantzab,2018-04-15T03:23:31.000Z,Si así jugarán todos sus partidos 😒 https://t.co/WzLBvBqxkw,20.941035,-89.623611,negativo,Español
184340,9.85358e+17,luisgermantzab,2018-04-15T03:22:58.000Z,Si así jugaran todos sus partidos 😒 https://t.co/WzLBvBqxkw,20.941035,-89.623611,negativo,Español
184357,9.85356e+17,LuisDMZN,2018-04-15T03:17:24.000Z,"Estos niños son la ley!!
Con gran esfuerzo y entusiasmo jugaron en el torneo relámpago de fútbol rápido.
Fomentamos el deporte en favor de la niñez de #ChichíSuárez

Premiación al primer y segundo lugar 😀👍⚽ https://t.co/hG45v4JVF7",20.998207,-89.550482,positivo,Español
184718,9.85305e+17,JenniGamboaa,2018-04-14T23:52:16.000Z,"Vivo con el miedo de que un día no muy lejano nos agarren a madrazos a Susma, May y a mi por jugar a las verg*s 🙂",20.941035,-89.623611,negativo,Español
185085,9.85245e+17,ESPOKETY,2018-04-14T19:54:18.000Z,"Por mi bien, tendré que jugar con esto https://t.co/2kLKxqx7XW",20.941035,-89.623611,positivo,Español
185987,9.85017e+17,SoyAlarc0n,2018-04-14T04:47:23.000Z,"Ya dejen de jugar a la guerra. Por más que luchen nadie va ganar. En las guerras nadie gana, nunca. No odies. Busca sentir compasión por todos los seres. Somos hermanos.",20.941035,-89.623611,positivo,Español
186557,9.84948e+17,JenniGamboaa,2018-04-14T00:15:47.000Z,Neri y Pulido van a jugar Fornite con mi hermanito 🙂,20.941035,-89.623611,positivo,Español
186700,9.8493e+17,arturoemx,2018-04-13T23:01:30.000Z,"@EncinasN @davidalbarran16 La política así es, jugar con las expectativas del electorado.",20.941035,-89.623611,neutro,Español
187093,9.84857e+17,Ed_Duo_LP,2018-04-13T18:14:39.000Z,Vamo a jugar con el destino. XD,20.941035,-89.623611,positivo,Español
187121,9.84854e+17,Marpinelo1,2018-04-13T17:59:09.000Z,"No me hables bonito, si me vas a jugar sucio",20.941035,-89.623611,negativo,Español
188294,9.84607e+17,CinthiaElisa_,2018-04-13T01:39:34.000Z,Hoy que no voy al béisbol se les ocurre jugar bien ok. Los odio.,20.941035,-89.623611,negativo,Español
188538,9.84575e+17,chelocanto,2018-04-12T23:32:23.000Z,"Así jugarán los @LeonesOficial la noche de hoy; ""JJ"" Aguilar sube como segundo en el orden; Walter Ibarra sigue indispuesto tras presentar síntomas de alta presión arterial anteanoche. https://t.co/ZGk3OPvPYm",20.941035,-89.623611,positivo,Español
188747,9.84535e+17,KaoZcr_,2018-04-12T20:51:46.000Z,"La primera ves que te vi jugar paso en mi cabeza esta brother va terminar en @TeamQuesoGG y ahora que regreso con AQ, Te veo 🤭 @BENIJU03",20.941035,-89.623611,positivo,Español
189282,9.8444e+17,luiscets,2018-04-12T14:34:09.000Z,No puedo con estas perras ganas de ganas de jugar Smash,20.941035,-89.623611,positivo,Español
189609,9.84312e+17,cesarshoot,2018-04-12T06:06:48.000Z,Ya estoy muy viejo como para debutar en algún deporte y muy joven como para empezar a jugar golf... 😞,20.941035,-89.623611,positivo,Español
189806,9.84279e+17,SoloRayos,2018-04-12T03:54:47.000Z,"Que chingona entrevista a Barovero en Fox, dice que Yosgart merecía jugar la final, igual que De Luna, asi que tenía la responsabilidad de Ganar y entregarle la Copa a Yosgart. Grandes los dos, gracias por las alegrías que nos han dado! 👏🏼👏🏼👏🏼👏🏼⚡️⚡️⚡️⚡️⚡️",20.941035,-89.623611,positivo,Español
190001,9.84261e+17,azukar04,2018-04-12T02:46:37.000Z,¿Ya jugaron hoy?  #yoelegicorrer no solo de correr vive el #Runner un poco de #Yoga y #Fortalecimiento para cerrar el día https://t.co/LT54pBYp4q,20.941035,-89.623611,positivo,Español
190008,9.8426e+17,AlexaAlcudia,2018-04-12T02:42:21.000Z,"@Paugalindo Comprar ropa 🤤❤️
Hacer pijamadas
Tomarnos fotos raras😂💔
Constar chismes 😂😏
Ir a la plaza, al cine, a comer 
Jugar y poner retos
“Bailar”, bueno eso intentamos 🤦🏽‍♀️💔😂",20.941035,-89.623611,positivo,Español
